,name,position,height,weight,experience,country
2223,Anthony Jones,Shooting Guard and Small Forward,198,88,3,District of Columbia
2224,Askia Jones,Shooting Guard,196,90,1,Pennsylvania
2225,Bill Jones,Power Forward,201,79,1,Michigan
2226,Bobby Jones,Power Forward,206,95,12,North Carolina
2227,Bobby Jones,Small Forward,201,97,2,California
2228,Caldwell Jones,Center and Power Forward,211,98,17,Arkansas
2229,Charles Jones,Power Forward and Center,206,97,15,Arkansas
2230,Charles Jones,Power Forward and Center,203,97,4,Mississippi
2231,Charles Jones,Shooting Guard and Point Guard,190,81,2,New York
2232,Collis Jones,Small Forward and Power Forward,201,92,4,District of Columbia
2233,Dahntay Jones,Small Forward and Shooting Guard,198,102,13,New Jersey
2234,Damian Jones,Center,211,111,5,Louisiana
2235,Damon Jones,Point Guard and Shooting Guard,190,83,11,Texas
2236,DeQuan Jones,Small Forward,203,100,1,Georgia
2237,Derrick Jones Jr.,Small Forward,196,95,5,Pennsylvania
2238,Dominique Jones,Shooting Guard and Point Guard,193,97,3,Florida
2239,Dontae' Jones,Small Forward,203,99,1,Tennessee
2240,Dwayne Jones,Power Forward,211,113,6,West Virginia
2241,Dwight Jones,Power Forward and Center,208,95,10,Texas
2242,Earl Jones,Center,213,95,2,West Virginia
2243,Eddie Jones,Shooting Guard and Small Forward,198,86,14,Florida
2244,Edgar Jones,Power Forward,208,102,6,Alabama
2245,Fred Jones,Shooting Guard and Small Forward,193,95,7,Arkansas
2246,Hutch Jones,Small Forward,203,86,2,New York
2247,Jake Jones,Shooting Guard,190,81,1,
2248,Jalen Jones,Small Forward,201,99,2,Texas
2249,James Jones,Small Forward and Shooting Guard,203,98,14,Florida
2250,Jemerrio Jones,Small Forward,196,78,1,Tennessee
2251,Jimmy Jones,Point Guard and Shooting Guard,193,85,10,Louisiana
2252,Johnny Jones,Small Forward,201,92,2,District of Columbia
2253,Jumaine Jones,Small Forward,203,98,8,Florida
2254,K.C. Jones,Point Guard,185,90,9,Texas
2255,Kevin Jones,Power Forward,203,113,1,New York
2256,Larry Jones,Point Guard and Shooting Guard,188,81,8,Ohio
2257,Major Jones,Power Forward,206,102,6,Arkansas
2258,Mark Jones,Point Guard,185,79,1,New York
2259,Mark Jones,Small Forward,198,97,1,Wisconsin
2260,Mason Jones,Shooting Guard,193,90,1,Texas
2261,Nick Jones,Shooting Guard and Point Guard,188,86,5,
2262,Ozell Jones,Center,211,106,2,California
2263,Perry Jones,Small Forward and Power Forward,211,106,3,Louisiana
2264,Popeye Jones,Power Forward,203,113,11,Tennessee
2265,Rich Jones,Small Forward and Power Forward,198,99,8,Tennessee
2266,Robin Jones,Center,206,102,2,Missouri
2267,Sam Jones,Shooting Guard,193,89,12,North Carolina
2268,Shelton Jones,Small Forward,206,95,1,New York
2269,Solomon Jones,Power Forward and Center,208,104,8,Florida
2270,Steve Jones,Shooting Guard,196,92,9,Louisiana
2271,Terrence Jones,Power Forward,206,114,6,Oregon
2272,Tre Jones,Point Guard,185,83,1,Minnesota
2273,Tyus Jones,Point Guard,183,88,6,Minnesota
2274,Wah Wah Jones,Power Forward,193,102,3,Kentucky
2275,Wali Jones,Point Guard and Shooting Guard,188,81,11,Pennsylvania
2276,Wil Jones,Power Forward and Small Forward,203,92,9,Arkansas
2277,Willie Jones,Point Guard,190,83,5,
2278,Adonis Jordan,Point Guard,180,77,2,New York
2279,Charles Jordan,Small Forward,203,99,1,Indiana
2280,DeAndre Jordan,Center,211,120,13,Texas
2281,Eddie Jordan,Point Guard,185,77,7,District of Columbia
2282,Jerome Jordan,Center,213,114,2,Jamaica
2283,Michael Jordan,Shooting Guard and Small Forward,198,89,15,New York
2284,Reggie Jordan,Shooting Guard and Point Guard,193,88,6,Illinois
2285,Thomas Jordan,Power Forward,208,99,1,Maryland
2286,Walter Jordan,Small Forward,201,89,1,Alabama
2287,Phil Jordon,Center and Power Forward,208,92,7,California
2288,Johnny Jorgensen,Guard,188,83,2,Illinois
2289,Noble Jorgensen,Center,206,103,5,Ohio
2290,Roger Jorgensen,Center,196,90,1,
2291,Cory Joseph,Point Guard and Shooting Guard,190,90,10,Canada
2292,Garth Joseph,Center,218,142,1,Dominica
2293,Kris Joseph,Small Forward,201,95,1,Canada
2294,Yvon Joseph,Center,211,111,1,Haiti
2295,Kevin Joyce,Shooting Guard and Point Guard,190,86,3,New York
2296,Butch Joyner,Forward,196,90,1,
2297,Jeff Judkins,Small Forward,198,83,5,Utah
2298,Mfiondu Kabengele,Power Forward and Center,206,113,2,Canada
2299,Whitey Kachan,Guard,188,79,1,Illinois
2300,George Kaftan,Small Forward,190,86,5,New York
2301,Ed Kalafat,Small Forward and Power Forward,198,111,3,Montana
2302,Chris Kaman,Center,213,120,13,Michigan
2303,Frank Kaminsky,Center and Power Forward,213,108,6,Illinois
2304,Enes Kanter,Center,208,113,10,Switzerland
2305,Ralph Kaplowitz,Guard,188,77,2,New York
2306,Jason Kapono,Small Forward and Shooting Guard,203,96,9,California
2307,Tony Kappen,Guard,178,74,1,
2308,Sergey Karasev,Small Forward and Shooting Guard,201,94,3,Russia
2309,Coby Karl,Shooting Guard and Small Forward,196,97,2,Montana
2310,George Karl,Point Guard,188,86,5,Pennsylvania
2311,Ed Kasid,Guard,180,83,1,
2312,Mario Kasun,Center,216,117,2,Croatia
2313,Leo Katkaveck,Guard,183,83,2,
2314,Bob Kauffman,Power Forward,203,108,7,New York
2315,Sasha Kaun,Center,211,117,1,Russia
2316,Wilbert Kautz,Guard,183,81,1,Illinois
2317,Clarence Kea,Power Forward,198,98,2,North Carolina
2318,Mike Kearns,Point Guard,188,80,1,New Jersey
2319,Tommy Kearns,Guard,180,83,1,New York
2320,Adam Keefe,Power Forward,206,104,9,California
2321,Harold Keeling,Shooting Guard,193,83,1,Louisiana
2322,Bill Keller,Point Guard and Shooting Guard,178,80,7,Indiana
2323,Gary Keller,Power Forward and Center,206,99,2,New Jersey
2324,Ken Keller,Guard,185,81,1,New York
2325,Rich Kelley,Center,213,106,11,California
2326,Clark Kellogg,Power Forward,201,102,5,Ohio
2327,Arvesta Kelly,Shooting Guard and Point Guard,188,79,5,Mississippi
2328,Jerry Kelly,Forward,188,78,2,New Jersey
2329,Ryan Kelly,Power Forward,211,104,4,New York
2330,Tom Kelly,Guard,183,77,1,New York
2331,Greg Kelser,Small Forward,201,86,6,Florida
2332,Ben Kelso,Shooting Guard,190,88,1,
2333,Shawn Kemp,Power Forward and Center,208,104,14,Indiana
2334,Tim Kempton,Power Forward,208,111,8,New York
2335,Frank Kendrick,Small Forward,198,89,1,Indiana
2336,Luke Kennard,Shooting Guard,196,93,4,Ohio
2337,D.J. Kennedy,Small Forward,198,97,1,Pennsylvania
2338,Goo Kennedy,Small Forward and Power Forward,196,92,6,North Carolina
2339,Joe Kennedy,Small Forward,198,95,3,
2340,Pickles Kennedy,Guard,180,81,1,Pennsylvania
2341,Larry Kenon,Power Forward and Small Forward,206,92,10,Alabama
2342,Billy Kenville,Shooting Guard and Point Guard,188,84,6,New York
2343,Jonathan Kerner,Center,211,111,1,Georgia
2344,Red Kerr,Center,206,104,12,Illinois
2345,Steve Kerr,Point Guard and Shooting Guard,190,79,15,Lebanon
2346,Jack Kerris,Power Forward,198,97,4,Illinois
2347,Jerome Kersey,Small Forward,201,97,17,Virginia
2348,Tom Kerwin,Forward,201,95,1,New Jersey
2349,Alec Kessler,Power Forward and Center,211,104,4,Minnesota
2350,Lari Ketner,Power Forward,206,125,2,Pennsylvania
2351,Julius Keye,Power Forward and Center,208,90,6,Georgia
2352,Randolph Keys,Small Forward,201,88,5,Mississippi
2353,Viktor Khryapa,Small Forward and Power Forward,206,95,4,Ukraine
2354,Jason Kidd,Point Guard and Shooting Guard,193,92,19,California
2355,Stanton Kidd,Shooting Guard,198,97,1,Maryland
2356,Warren Kidd,Power Forward,206,106,1,Alabama
2357,Michael Kidd-Gilchrist,Small Forward and Power Forward,198,105,8,Pennsylvania
2358,Irv Kiffin,Small Forward,206,102,1,New York
2359,Jack Kiley,Shooting Guard,185,77,2,New Jersey
2360,Earnie Killum,Guard,190,81,1,
2361,Carl Kilpatrick,Center,208,104,1,Louisiana
2362,Sean Kilpatrick,Shooting Guard,193,95,4,New York
2363,Toby Kimball,Power Forward,198,99,9,Massachusetts
2364,Bo Kimble,Shooting Guard,193,86,3,Pennsylvania
2365,Stan Kimbrough,Point Guard,180,69,2,Alabama
2366,Chad Kinch,Shooting Guard,193,86,1,New Jersey
2367,Albert King,Small Forward,198,86,9,New York
2368,Bernard King,Small Forward,201,92,14,New York
2369,Chris King,Small Forward,203,97,3,North Carolina
2370,Dan King,Forward,198,99,0,
2371,Frankie King,Shooting Guard and Point Guard,185,83,2,Georgia
2372,George King,Point Guard,183,79,6,West Virginia
2373,George King,Small Forward,198,102,1,North Carolina
2374,Gerard King,Small Forward,206,104,3,Louisiana
2375,Jim King,Point Guard and Shooting Guard,188,79,10,Oklahoma
2376,Jimmy King,Shooting Guard,196,95,2,Indiana
2377,Louis King,Small Forward,201,92,2,New Jersey
2378,Loyd King,Shooting Guard,188,81,2,North Carolina
2379,Maurice King,Point Guard,188,88,2,Kansas
2380,Reggie King,Small Forward and Power Forward,198,102,6,Alabama
2381,Rich King,Center,218,117,4,Nebraska
2382,Ron King,Shooting Guard,193,83,1,Kentucky
2383,Stacey King,Power Forward and Center,211,104,8,Oklahoma
2384,Tom King,Guard,183,74,1,Ohio
2385,Bob Kinney,Center,198,97,2,Kansas
2386,Tarence Kinsey,Shooting Guard,198,83,3,Florida
2387,Andrei Kirilenko,Small Forward and Power Forward,206,99,13,Russia
2388,Alex Kirk,Center,213,111,1,New Mexico
2389,Walt Kirk,Point Guard,190,78,3,Illinois
2390,Wilbur Kirkland,Forward,201,86,1,South Carolina
2391,Jim Kissane,Forward,201,95,1,New York
2392,Doug Kistler,Forward,206,95,1,
2393,Curtis Kitchen,Power Forward,206,106,1,Florida
2394,Greg Kite,Center,211,113,12,Texas
2395,Kerry Kittles,Shooting Guard,196,81,8,Ohio
2396,Maxi Kleber,Power Forward,208,108,4,Germany
2397,Joe Kleine,Center,211,115,15,Colorado
2398,Linas Kleiza,Small Forward and Power Forward,203,111,7,Lithuania
2399,Leo Klier,Forward,188,77,2,Indiana
2400,Herm Klotz,Guard,170,68,1,Pennsylvania
2401,Duane Klueh,Guard,190,79,2,North Dakota
2402,Lonnie Kluttz,Forward,201,99,1,
2403,Billy Knight,Small Forward and Shooting Guard,198,88,11,Pennsylvania
2404,Bob Knight,Guard,188,83,1,Connecticut
2405,Brandin Knight,Point Guard,183,81,1,New Jersey
2406,Brandon Knight,Point Guard and Shooting Guard,188,82,8,Florida
2407,Brevin Knight,Point Guard,178,78,12,New Jersey
2408,Nathan Knight,Power Forward,208,114,1,New York
2409,Negele Knight,Point Guard,185,79,6,Michigan
2410,Ron Knight,Small Forward and Power Forward,201,97,2,
2411,Toby Knight,Small Forward,206,95,4,New York
2412,Travis Knight,Center,213,106,7,Utah
2413,Lee Knorek,Center,201,97,4,Ohio
2414,Dick Knostman,Center,198,97,1,Kansas
2415,Rod Knowles,Center,206,97,1,
2416,Kevin Knox,Small Forward and Power Forward,201,97,3,Arizona
2417,Bart Kofoed,Shooting Guard,193,95,5,Nebraska
2418,Don Kojis,Small Forward,196,97,12,Wisconsin
2419,Milo Komenich,Forward,201,96,1,Indiana
2420,Howard Komives,Point Guard,185,83,10,Ohio
2421,Jon Koncak,Center,213,113,11,Iowa
2422,John Konchar,Shooting Guard,196,95,2,Illinois
2423,Tom Kondla,Center,203,102,1,Illinois
2424,Bud Koper,Shooting Guard,198,95,1,Oklahoma
2425,Joe Kopicki,Power Forward,206,108,3,Michigan
2426,Furkan Korkmaz,Shooting Guard,201,91,4,Turkey
2427,Frank Kornet,Power Forward,206,102,2,Kentucky
2428,Luke Kornet,Power Forward and Center,218,113,4,Texas
2429,Yaroslav Korolev,Small Forward,206,92,2,Russia
2430,Kyle Korver,Shooting Guard,201,96,17,California
2431,Tony Koski,Small Forward,203,97,1,
2432,Len Kosmalski,Center,213,111,2,Ohio
2433,Andy Kostecka,Forward,190,92,1,New Jersey
2434,Harold Kottman,Center,203,99,1,
2435,Kosta Koufos,Center,213,111,11,Ohio
2436,Tom Kozelko,Power Forward,203,99,3,Michigan
2437,Ronald Kozlicki,Small Forward,201,97,1,Illinois
2438,Arvid Kramer,Center,206,99,1,Minnesota
2439,Barry Kramer,Small Forward,193,90,2,New York
2440,Joel Kramer,Power Forward and Center,201,92,5,California
2441,Steven Kramer,Shooting Guard,196,90,3,Utah
2442,Dan Kraus,Guard,183,88,1,
2443,Herb Krautblatt,Guard,185,86,1,New Jersey
2444,Viacheslav Kravtsov,Center,213,117,2,Ukraine
2445,Jim Krebs,Center,203,104,7,Missouri
2446,Wayne Kreklow,Shooting Guard,193,79,1,Wisconsin
2447,Tommy Kron,Shooting Guard,196,90,4,Kentucky
2448,Tom Kropp,Shooting Guard,190,92,2,Nebraska
2449,Nenad Krstić,Center and Power Forward,213,108,7,Serbia
2450,Larry Krystkowiak,Power Forward,206,99,10,Montana
2451,Steve Kuberski,Power Forward,203,97,9,Illinois
2452,Leo Kubiak,Guard,180,72,1,Ohio
2453,Bruce Kuczenski,Power Forward,208,104,1,Connecticut
2454,Frank Kudelka,Shooting Guard and Small Forward,188,87,4,California
2455,John Kuester,Point Guard,188,81,3,Virginia
2456,Ray Kuka,Forward,190,90,2,Montana
2457,Toni Kukoč,Small Forward and Power Forward,208,87,13,Croatia
2458,Kevin Kunnert,Center,213,104,9,Iowa
2459,Terry Kunze,Shooting Guard,193,95,1,
2460,Mitch Kupchak,Power Forward and Center,206,104,9,New York
2461,C.J. Kupec,Small Forward,198,99,3,Illinois
2462,Rodions Kurucs,Small Forward and Power Forward,206,103,3,Latvia
2463,Rob Kurz,Power Forward,206,105,1,Pennsylvania
2464,Ibo Kutluay,Shooting Guard,198,90,1,Turkey
2465,Kyle Kuzma,Power Forward and Small Forward,208,100,4,Michigan
2466,Ognjen Kuzmić,Center,216,113,2,Bosnia and Herzegovina
2467,Mindaugas Kuzminskas,Small Forward,206,97,2,Lithuania
2468,Fred LaCour,Small Forward and Point Guard,196,95,3,
2469,Raef LaFrentz,Center and Power Forward,211,108,10,Iowa
2470,Tom LaGarde,Center,208,99,6,Michigan
2471,Rusty LaRue,Point Guard,188,95,5,North Carolina
2472,Rudy LaRusso,Power Forward and Small Forward,201,99,10,New York
2473,Zach LaVine,Shooting Guard and Point Guard,196,90,7,Washington
2474,Skal Labissière,Power Forward and Center,208,106,4,Haiti
2475,Reggie Lacefield,Guard,196,104,1,Indiana
2476,Edgar Lacey,Small Forward,198,86,1,California
2477,Sam Lacey,Center,208,106,13,Mississippi
2478,Bob Lackey,Shooting Guard,196,90,2,Illinois
2479,Wendell Ladner,Small Forward,196,99,5,Mississippi
2480,Christian Laettner,Power Forward and Center,211,106,13,New York
2481,Oliver Lafayette,Shooting Guard,188,86,1,Louisiana
2482,Bill Laimbeer,Center,211,111,14,Massachusetts
2483,Pete Lalich,Forward,188,86,1,Ohio
2484,Bo Lamar,Point Guard and Shooting Guard,185,81,4,Ohio
2485,Anthony Lamb,Small Forward,198,102,1,New York
2486,Doron Lamb,Shooting Guard,193,95,2,New York
2487,Jeremy Lamb,Shooting Guard and Small Forward,196,81,9,Virginia
2488,John Lambert,Power Forward,208,102,7,California
2489,Jeff Lamp,Small Forward,198,88,6,Minnesota
2490,Maciej Lampe,Center,211,124,3,Poland
2491,Jim Lampley,Center,208,104,1,Pennsylvania
2492,Sean Lampley,Small Forward,201,102,2,Illinois
2493,Carl Landry,Power Forward,206,112,9,Wisconsin
2494,Marcus Landry,Small Forward,201,104,1,Wisconsin
2495,Mark Landsberger,Power Forward and Center,203,97,7,North Dakota
2496,Jerome Lane,Power Forward,198,104,5,Ohio
2497,Andrew Lang,Center,211,111,12,Arkansas
2498,Antonio Lang,Small Forward and Power Forward,203,92,6,Alabama
2499,James Lang,Center,208,129,1,Alabama
2500,Trajan Langdon,Shooting Guard,190,89,3,California
2501,Keith Langford,Shooting Guard,193,97,1,Texas
2502,Romeo Langford,Shooting Guard,193,97,2,Indiana
2503,Dan Langhi,Small Forward,211,99,4,Illinois
2504,Bob Lanier,Center,211,113,14,New York
2505,Stu Lantz,Shooting Guard and Point Guard,190,79,8,Pennsylvania
2506,Nicolás Laprovíttola,Point Guard,193,81,1,Argentina
2507,York Larese,Shooting Guard,193,83,1,New York
2508,Shane Larkin,Point Guard,180,79,4,Ohio
2509,John Laskowski,Shooting Guard,198,83,2,Indiana
2510,Stéphane Lasme,Small Forward and Power Forward,203,97,1,Gabon
2511,Dave Lattin,Power Forward,198,102,5,Texas
2512,Priest Lauderdale,Center,224,147,2,Illinois
2513,Rich Laurel,Shooting Guard,198,86,1,Pennsylvania
2514,Harry Laurie,Guard,185,80,1,
2515,Walt Lautenbach,Guard,188,83,1,Wisconsin
2516,Joffrey Lauvergne,Center and Power Forward,211,99,4,France
2517,Tony Lavelli,Forward,190,83,2,Massachusetts
2518,Bob Lavoy,Power Forward,201,83,4,Illinois
2519,Acie Law,Point Guard,190,88,4,Texas
2520,Vic Law,Power Forward,201,90,1,Illinois
2521,Gani Lawal,Power Forward,206,106,1,Georgia
2522,Edmund Lawrence,Center,213,103,1,Louisiana
2523,Jason Lawson,Center,211,108,1,Pennsylvania
2524,Ty Lawson,Point Guard,180,88,9,Maryland
2525,Jake Layman,Small Forward,203,94,5,Massachusetts
2526,Mo Layton,Point Guard and Shooting Guard,185,81,5,New Jersey
2527,Caris LeVert,Shooting Guard and Small Forward,198,92,5,Ohio
2528,T.J. Leaf,Power Forward,208,100,4,Israel
2529,Manny Leaks,Center,203,102,6,Ohio
2530,Hal Lear,Guard,183,73,1,Pennsylvania
2531,Allen Leavell,Point Guard and Shooting Guard,185,77,10,Indiana
2532,Jeff Lebo,Shooting Guard,188,81,1,Pennsylvania
2533,Eric Leckner,Center,211,120,8,California
2534,Jalen Lecque,Shooting Guard and Point Guard,193,83,2,New York
2535,Ricky Ledo,Shooting Guard,201,88,2,Rhode Island
2536,Butch Lee,Point Guard,183,83,2,Puerto Rico
2537,Clyde Lee,Center and Power Forward,208,92,10,Tennessee
2538,Courtney Lee,Shooting Guard,196,97,12,Indiana
2539,Damion Lee,Shooting Guard,196,95,4,Maryland
2540,David Lee,Small Forward,201,102,2,California
2541,David Lee,Power Forward,206,111,12,Missouri
2542,Dick Lee,Forward,198,,1,
2543,Doug Lee,Shooting Guard,196,90,3,Illinois
2544,George Lee,Small Forward and Shooting Guard,193,90,7,Michigan
2545,Greg Lee,Point Guard,190,86,2,California
2546,Keith Lee,Power Forward,208,97,3,Arkansas
2547,Kurk Lee,Point Guard,190,86,1,Maryland
2548,Malcolm Lee,Shooting Guard,196,90,3,California
2549,Rock Lee,Center,208,99,1,California
2550,Ron Lee,Point Guard,193,87,6,Massachusetts
2551,Russ Lee,Small Forward,196,83,3,Massachusetts
2552,Saben Lee,Point Guard,188,83,1,Missouri
2553,Ed Leede,Forward,190,83,2,New York
2554,Hank Lefkowitz,Forward,188,86,1,Ohio
2555,Tim Legler,Shooting Guard,193,90,10,District of Columbia
2556,George Lehmann,Point Guard and Shooting Guard,183,81,7,New Jersey
2557,Walt Lemon Jr.,Point Guard,190,81,2,Illinois
2558,Alex Len,Center,213,113,8,Ukraine
2559,Voshon Lenard,Shooting Guard,193,92,11,Michigan
2560,Leary Lentz,Small Forward,198,90,2,Missouri
2561,Gary Leonard,Center,216,113,3,Illinois
2562,Kawhi Leonard,Small Forward,201,102,10,California
2563,Meyers Leonard,Center and Power Forward,213,117,9,Illinois
2564,Slick Leonard,Point Guard,190,83,7,Indiana
2565,Jim Les,Point Guard,180,74,7,Illinois
2566,Travis Leslie,Shooting Guard,193,92,1,Georgia
2567,Ronnie Lester,Point Guard,188,79,6,Mississippi
2568,Clifford Lett,Point Guard,190,77,2,Florida
2569,Jon Leuer,Power Forward and Center,208,103,8,Minnesota
2570,Andrew Levane,Shooting Guard,188,86,3,New York
2571,Fat Lever,Point Guard and Shooting Guard,190,77,11,Arkansas
2572,Cliff Levingston,Power Forward,203,95,11,California
2573,Bobby Lewis,Shooting Guard,190,79,4,
2574,Cedric Lewis,Center,208,106,1,District of Columbia
2575,Freddie Lewis,Forward,188,88,2,New York
2576,Freddie Lewis,Point Guard and Shooting Guard,183,79,11,West Virginia
2577,Grady Lewis,Forward,201,97,3,Texas
2578,Kira Lewis Jr.,Point Guard,185,77,1,Alabama
2579,Martin Lewis,Small Forward,196,95,2,Kansas
2580,Mike Lewis,Center,203,102,6,Montana
2581,Quincy Lewis,Shooting Guard and Small Forward,201,97,4,Arkansas
2582,Ralph Lewis,Shooting Guard and Small Forward,198,90,3,Pennsylvania
2583,Rashard Lewis,Small Forward and Power Forward,208,97,16,Louisiana
2584,Reggie Lewis,Shooting Guard and Small Forward,201,88,6,Maryland
2585,Marcus Liberty,Small Forward,203,92,4,Illinois
2586,Todd Lichti,Shooting Guard,193,92,5,California
2587,Barry Liebowitz,Point Guard and Shooting Guard,188,81,1,New York
2588,DeAndre Liggins,Shooting Guard and Small Forward,198,94,5,Illinois
2589,Bill Ligon,Shooting Guard,193,81,1,Tennessee
2590,Goose Ligon,Power Forward,201,95,7,Indiana
2591,Damian Lillard,Point Guard,188,88,9,California
2592,Jeremy Lin,Point Guard and Shooting Guard,190,90,9,California
2593,Steve Lingenfelter,Power Forward,206,102,2,Wisconsin
2594,Alton Lister,Center and Power Forward,213,108,16,Texas
2595,Nassir Little,Power Forward,196,99,2,Florida
2596,Samuel Little,Guard,183,81,1,
2597,Gene Littles,Point Guard,183,72,6,District of Columbia
2598,Randy Livingston,Point Guard,193,94,11,Louisiana
2599,Shaun Livingston,Point Guard and Shooting Guard,201,87,14,Illinois
2600,Ron Livingstone,Center,208,99,2,California
2601,Horacio Llamas,Center,211,129,2,Mexico
2602,Bobby Lloyd,Point Guard,188,83,2,Pennsylvania
2603,Chuck Lloyd,Center,203,99,1,
2604,Earl Lloyd,Small Forward,196,90,9,Virginia
2605,Lewis Lloyd,Shooting Guard,198,92,7,Pennsylvania
2606,Scott Lloyd,Center and Power Forward,208,104,6,Illinois
2607,Riney Lochmann,Small Forward,198,97,3,Kansas
2608,Bob Lochmueller,Small Forward,196,83,1,Indiana
2609,Rob Lock,Power Forward,206,102,1,California
2610,Darrell Lockhart,Center,206,111,1,Georgia
2611,Ian Lockhart,Small Forward,203,108,1,Bahamas
2612,Kevin Loder,Small Forward,198,92,3,Michigan
2613,Don Lofgran,Small Forward,196,90,4,California
2614,Zach Lofton,Shooting Guard,193,81,1,Minnesota
2615,Henry Logan,Shooting Guard and Point Guard,183,81,3,North Carolina
2616,John Logan,Guard,188,79,5,Indiana
2617,Brad Lohaus,Power Forward,211,104,11,Minnesota
2618,Art Long,Power Forward,206,113,3,New York
2619,Grant Long,Power Forward,203,102,15,Michigan
2620,John Long,Shooting Guard,196,88,14,Michigan
2621,Paul Long,Shooting Guard,188,81,4,Kentucky
2622,Shawn Long,Center,206,115,1,Louisiana
2623,Willie Long,Power Forward and Small Forward,203,102,3,Indiana
2624,Luc Longley,Center,218,120,10,Australia
2625,Kevon Looney,Center and Power Forward,206,100,6,Wisconsin
2626,Brook Lopez,Center,213,127,13,California
2627,Felipe López,Shooting Guard and Point Guard,196,90,4,Dominican Republic
2628,Raül López,Point Guard,185,77,2,Spain
2629,Robin Lopez,Center,213,127,13,California
2630,Ryan Lorthridge,Shooting Guard,193,86,1,Tennessee
2631,Jim Loscutoff,Small Forward,196,99,9,California
2632,Plummer Lott,Small Forward,196,95,2,
2633,Kevin Loughery,Shooting Guard and Point Guard,190,86,11,New York
2634,Didi Louzada,Small Forward,196,85,1,Brazil
2635,Bob Love,Power Forward and Small Forward,203,97,11,Louisiana
2636,Kevin Love,Power Forward and Center,203,113,13,California
2637,Stan Love,Power Forward,206,97,4,California
2638,Clyde Lovellette,Center,206,106,11,Indiana
2639,Sidney Lowe,Point Guard and Shooting Guard,183,88,4,District of Columbia
2640,Charlie Lowery,Point Guard,190,83,1,
2641,Kyle Lowry,Point Guard,183,88,15,Pennsylvania
2642,Jordan Loyd,Point Guard,193,95,1,Georgia
2643,Al Lucas,Forward,190,88,1,
2644,Jerry Lucas,Power Forward and Center,203,104,11,Ohio
2645,John Lucas,Point Guard and Shooting Guard,190,79,14,North Carolina
2646,Kalin Lucas,Point Guard,185,88,2,Michigan
2647,Maurice Lucas,Power Forward and Center,206,97,14,Pennsylvania
2648,John Lucas III,Point Guard,180,75,8,District of Columbia
2649,Ted Luckenbill,Power Forward,198,92,2,
2650,Tyronn Lue,Point Guard,183,79,11,Missouri
2651,Jim Luisi,Point Guard,188,81,1,New York
2652,Al Lujack,Forward,190,99,1,
2653,Phil Lumpkin,Point Guard,183,74,2,Ohio
2654,Ray Lumpp,Shooting Guard and Point Guard,185,80,5,New York
2655,Timothé Luwawu-Cabarrot,Small Forward,201,99,5,France
2656,Tyler Lydon,Power Forward,208,102,2,New York
2657,Trey Lyles,Power Forward,206,106,6,Canada
2658,R.B. Lynam,Guard,185,86,1,
2659,George Lynch,Small Forward and Shooting Guard,203,98,12,Virginia
2660,Kevin Lynch,Shooting Guard,196,88,2,Minnesota
2661,Lonnie Lynn,Small Forward,201,97,1,Illinois
2662,Mike Lynn,Small Forward,201,97,2,California
2663,Sheldon Mac,Shooting Guard,196,90,1,Texas
2664,Todd MacCulloch,Center,213,127,4,Canada
2665,Ronnie MacGilvray,Point Guard,188,83,1,New York
2666,Don MacLean,Small Forward and Power Forward,208,106,9,California
2667,Mike Macaluso,Small Forward,196,95,1,
2668,Ed Macauley,Center and Power Forward,203,83,10,Missouri
2669,Scott Machado,Point Guard,185,92,2,New York
2670,Arvydas Macijauskas,Shooting Guard,193,97,1,Lithuania
2671,Ollie Mack,Shooting Guard,190,83,3,New York
2672,Sam Mack,Small Forward,201,99,7,Illinois
2673,Shelvin Mack,Point Guard and Shooting Guard,190,92,8,Kentucky
2674,Malcolm Mackey,Center,206,112,1,Tennessee
2675,Rudy Macklin,Small Forward,201,92,3,Kentucky
2676,Vernon Macklin,Center,208,102,1,Virginia
2677,Johnny Macknowski,Guard,183,81,2,Russia
2678,Daryl Macon,Shooting Guard and Point Guard,188,83,2,Arkansas
2679,Mark Macon,Shooting Guard and Point Guard,196,83,6,Michigan
2680,J.P. Macura,Shooting Guard,196,92,2,Minnesota
2681,Kyle Macy,Point Guard,190,79,7,Indiana
2682,Jack Maddox,Forward,190,83,1,Texas
2683,Tito Maddox,Shooting Guard,193,86,1,California
2684,Gerald Madkins,Shooting Guard,193,90,3,California
2685,Mark Madsen,Center and Power Forward,206,108,9,California
2686,Norm Mager,Forward,196,83,1,New York
2687,Josh Magette,Point Guard,185,72,2,Alabama
2688,Corey Maggette,Small Forward,198,98,14,Illinois
2689,Dave Magley,Small Forward,203,91,1,Indiana
2690,Jamaal Magloire,Center,211,117,12,Canada
2691,Will Magnay,Center,208,106,1,Australia
2692,Randolph Mahaffey,Power Forward and Small Forward,201,95,4,Georgia
2693,Ian Mahinmi,Center,211,118,12,France
2694,John Mahnken,Center,203,99,7,New Jersey
2695,Brian Mahoney,Shooting Guard,190,79,1,
2696,Mo Mahoney,Forward,188,92,2,New York
2697,Rick Mahorn,Power Forward and Center,208,108,18,Connecticut
2698,Dan Majerle,Shooting Guard and Small Forward,198,97,14,Michigan
2699,Renaldo Major,Power Forward,201,90,1,Illinois
2700,Thon Maker,Center and Power Forward,213,100,5,South Sudan
2701,Lionel Malamed,Guard,175,68,1,New York
2702,Théo Maledon,Point Guard,193,79,1,France
2703,Jeff Malone,Shooting Guard,193,92,13,Alabama
