,name,position,height,weight,experience,country
27,Ed Davis,Power Forward and Center,206,98,10,District of Columbia
28,Emanual Davis,Point Guard and Shooting Guard,193,88,6,Pennsylvania
29,Glen Davis,Power Forward and Center,206,131,8,Louisiana
30,Harry Davis,Small Forward,201,99,2,Ohio
31,Hubert Davis,Shooting Guard and Point Guard,196,83,12,North Carolina
32,Jim Davis,Center,206,102,8,Indiana
33,Johnny Davis,Shooting Guard and Point Guard,188,77,10,Michigan
34,Josh Davis,Power Forward,203,106,4,Oregon
35,Lee Davis,Power Forward and Center,203,106,8,North Carolina
36,Mark Davis,Small Forward,198,88,1,Virginia
37,Mark Davis,Small Forward,201,95,5,Louisiana
38,Mel Davis,Power Forward,198,99,4,New York
39,Mickey Davis,Small Forward,201,88,6,Pennsylvania
40,Mike Davis,Shooting Guard,190,83,4,New York
41,Mike Davis,Power Forward,208,104,1,Florida
42,Monti Davis,Power Forward,201,92,1,Ohio
43,Paul Davis,Power Forward and Center,211,122,4,Michigan
44,Ralph Davis,Shooting Guard,193,81,2,Kentucky
45,Red Davis,Center,201,99,1,
46,Ricky Davis,Shooting Guard and Small Forward,198,88,12,Nevada
47,Ron Davis,Small Forward,198,89,3,Arizona
0,Terence Davis,Shooting Guard,193,91,1,Mississippi
1,Terry Davis,Power Forward and Center,206,102,10,Virginia
2,Tyler Davis,Center,208,120,1,California
3,Walt Davis,Power Forward and Center,203,92,5,Texas
4,Walter Davis,Shooting Guard and Small Forward,198,87,15,North Carolina
5,Warren Davis,Power Forward and Small Forward,198,96,6,New Jersey
6,Willie Davis,Center,203,106,1,Texas
7,Andre Dawkins,Shooting Guard,196,97,1,Virginia
8,Darryl Dawkins,Center,211,113,14,Florida
9,Johnny Dawkins,Point Guard,188,74,9,District of Columbia
10,Paul Dawkins,Small Forward,196,86,1,Michigan
11,Branden Dawson,Power Forward,198,102,1,Indiana
12,Eric Dawson,Center,206,113,1,Texas
13,Jimmy Dawson,Point Guard,183,79,1,Illinois
14,Tony Dawson,Small Forward,201,97,2,North Carolina
15,Todd Day,Shooting Guard,198,85,8,Illinois
16,Austin Daye,Small Forward,211,99,6,California
17,Darren Daye,Small Forward,203,99,5,Iowa
18,Nando De Colo,Small Forward and Shooting Guard,196,90,2,France
19,Billy DeAngelis,Guard,185,81,1,
20,Dave DeBusschere,Power Forward and Small Forward,198,99,12,Michigan
21,Andrew DeClercq,Center,208,104,10,Michigan
22,Nate DeLong,Center,198,99,1,Wisconsin
23,Joe DePre,Shooting Guard,190,83,2,New York
24,DeMar DeRozan,Shooting Guard,198,99,11,California
25,Hank DeZonie,Center,198,97,1,New York
26,Greg Deane,Shooting Guard,193,86,1,California
27,Gabriel Deck,Power Forward,203,105,0,Argentina
28,Dewayne Dedmon,Center,213,111,7,California
29,Don Dee,Power Forward,203,95,1,Missouri
30,Archie Dees,Power Forward and Center,203,92,4,Mississippi
31,Terry Dehere,Point Guard and Shooting Guard,188,86,6,New York
32,Red Dehnert,Forward,190,79,1,New York
33,Bryce Dejean-Jones,Shooting Guard,198,94,1,California
34,Sam Dekker,Power Forward,206,104,4,Wisconsin
35,Vinny Del Negro,Shooting Guard and Point Guard,193,83,12,Massachusetts
36,Malcolm Delaney,Point Guard,190,86,2,Maryland
37,Bison Dele,Center and Power Forward,206,106,8,California
38,Carlos Delfino,Small Forward and Shooting Guard,198,104,8,Argentina
39,Ángel Delgado,Center,208,111,1,Dominican Republic
40,Tony Delk,Point Guard and Shooting Guard,185,85,10,Tennessee
41,Matthew Dellavedova,Point Guard and Shooting Guard,190,90,7,Australia
42,Fennis Dembo,Small Forward,196,97,1,Alabama
43,Larry Demic,Power Forward,206,102,3,Indiana
44,Dell Demps,Shooting Guard and Point Guard,190,92,3,California
45,George Dempsey,Point Guard and Shooting Guard,188,86,5,Pennsylvania
46,Luol Deng,Small Forward and Power Forward,206,107,15,South Sudan
47,Kenny Dennard,Power Forward,203,99,3,North Carolina
0,Blaine Denning,Guard,188,79,1,Kentucky
1,Justin Dentmon,Point Guard,180,83,2,Illinois
2,Randy Denton,Center,208,108,6,North Carolina
3,Rod Derline,Shooting Guard,183,79,2,Washington
4,Marcus Derrickson,Power Forward,201,112,1,District of Columbia
5,Dave Deutsch,Guard,185,77,1,New York
6,Corky Devlin,Shooting Guard,196,88,3,New Jersey
7,Ernie DiGregorio,Point Guard,183,81,5,Rhode Island
8,Donte DiVincenzo,Shooting Guard,193,92,2,Delaware
9,Mamadi Diakite,Power Forward,206,103,0,Guinea
10,Derrick Dial,Shooting Guard,193,83,4,Michigan
11,Cheick Diallo,Power Forward and Center,203,99,4,Mali
12,Hamidou Diallo,Shooting Guard and Small Forward,196,91,2,New York
13,Boris Diaw,Power Forward and Shooting Guard,203,113,14,France
14,Yakhouba Diawara,Shooting Guard and Small Forward,201,102,4,France
15,Guillermo Díaz,Shooting Guard,188,87,1,Puerto Rico
16,Dan Dickau,Point Guard,183,86,6,Oregon
17,Kaniel Dickens,Power Forward and Small Forward,203,97,3,Colorado
18,Henry Dickerson,Shooting Guard and Point Guard,193,86,2,West Virginia
19,Michael Dickerson,Shooting Guard,196,86,5,South Carolina
20,Clyde Dickey,Shooting Guard,190,83,1,Indiana
21,Derrek Dickey,Power Forward,201,98,5,Ohio
22,Dick Dickey,Point Guard,185,79,1,Indiana
23,John Dickson,Center,208,108,1,Arkansas
24,Travis Diener,Point Guard,185,79,5,Wisconsin
25,Gorgui Dieng,Center and Power Forward,208,114,7,Senegal
26,Connie Dierking,Center,206,100,10,New York
27,Coby Dietrick,Center and Power Forward,208,99,13,California
28,Craig Dill,Center,211,97,1,
29,Dwaine Dillard,Small Forward,198,104,1,
30,Mickey Dillard,Point Guard,190,77,1,Florida
31,Bob Dille,Forward,190,86,1,
32,Hook Dillon,Forward,190,81,1,Georgia
33,Byron Dinkins,Point Guard,185,77,2,North Carolina
34,Jackie Dinkins,Small Forward,196,95,1,
35,Harry Dinnel,Forward,193,90,1,California
36,Bill Dinwiddie,Small Forward and Power Forward,201,99,4,
37,Spencer Dinwiddie,Point Guard and Shooting Guard,196,97,6,California
38,Ike Diogu,Power Forward,203,113,6,New York
39,DeSagana Diop,Center and Power Forward,213,136,12,Senegal
40,Terry Dischinger,Small Forward and Shooting Guard,201,85,9,Indiana
41,Fred Diute,Shooting Guard,190,95,1,New York
42,Vlade Divac,Center,216,110,16,Serbia
43,Juan Dixon,Shooting Guard and Point Guard,190,74,7,Maryland
44,Earl Dodd,Forward,196,79,1,Illinois
45,Michael Doleac,Center,211,118,10,Texas
46,Joe Dolhon,Guard,183,79,2,New York
47,Bob Doll,Forward,196,88,4,Colorado
0,James Donaldson,Center,218,124,14,United Kingdom
1,Luka Dončić,Point Guard and Shooting Guard,201,104,2,Slovenia
2,Bob Donham,Shooting Guard,188,86,4,Indiana
3,Billy Donovan,Point Guard,180,77,1,New York
4,Harry Donovan,Guard,188,81,1,New Jersey
5,Keyon Dooling,Point Guard and Shooting Guard,190,88,13,Florida
6,Aleksandar Djordjevic,Shooting Guard,188,89,1,Serbia
7,Jacky Dorsey,Small Forward,201,104,3,Georgia
8,Joey Dorsey,Power Forward and Center,203,121,4,Maryland
9,Ron Dorsey,Forward,193,90,1,
10,Tyler Dorsey,Shooting Guard,196,83,2,California
11,Luguentz Dort,Shooting Guard and Small Forward,190,97,1,Canada
12,Damyean Dotson,Shooting Guard,196,95,3,Texas
13,Devon Dotson,Point Guard,188,83,0,Illinois
14,Quincy Douby,Point Guard,190,79,3,New York
15,Bruce Douglas,Shooting Guard,190,88,1,Illinois
16,John Douglas,Shooting Guard,188,77,2,Alabama
17,Leon Douglas,Center,208,104,7,Alabama
18,Sherman Douglas,Point Guard,183,81,12,District of Columbia
19,Toney Douglas,Point Guard and Shooting Guard,188,88,8,Georgia
20,Chris Douglas-Roberts,Shooting Guard and Small Forward,201,90,6,Michigan
21,Sekou Doumbouya,Power Forward,203,104,1,Guinea
22,Sonny Dove,Power Forward,201,89,5,New York
23,Jerry Dover,Point Guard,170,70,1,
24,Zabian Dowdell,Point Guard,190,86,1,Florida
25,Bill Downey,Center,198,95,1,
26,Steve Downing,Center,203,102,2,Indiana
27,Danny Doyle,Power Forward,203,90,1,New York
28,Milton Doyle,Shooting Guard,193,83,1,Illinois
29,PJ Dozier,Shooting Guard and Point Guard,198,92,3,South Carolina
30,Terry Dozier,Small Forward,206,95,1,Maryland
31,Goran Dragić,Point Guard and Shooting Guard,190,86,12,Slovenia
32,Zoran Dragić,Shooting Guard,196,90,1,Slovenia
33,Greg Dreiling,Center,216,113,10,Kansas
34,Bryce Drew,Point Guard,188,83,6,Louisiana
35,John Drew,Small Forward and Power Forward,198,92,11,Alabama
36,Larry Drew,Point Guard,185,77,10,Kansas
37,Larry Drew II,Point Guard,188,81,2,California
38,Clyde Drexler,Shooting Guard,201,95,15,Louisiana
39,Nate Driggers,Shooting Guard,196,97,1,Illinois
40,Terry Driscoll,Power Forward and Center,201,97,5,Massachusetts
41,Predrag Drobnjak,Center,211,122,4,Montenegro
42,Ralph Drollinger,Center,218,113,1,California
43,Andre Drummond,Center,208,126,8,New York
44,Dennis DuVal,Point Guard,190,79,2,New York
45,Dick Duckett,Point Guard,185,83,1,New York
46,Kevin Duckworth,Center,213,124,11,Illinois
47,Charles Dudley,Point Guard,188,81,6,Pennsylvania
0,Chris Dudley,Center and Power Forward,211,106,16,Connecticut
1,Jared Dudley,Power Forward,198,107,13,California
2,Terry Duerod,Shooting Guard and Small Forward,188,81,4,Michigan
3,Bob Duffy,Forward,193,79,1,Ohio
4,Bob Duffy,Point Guard,190,83,3,New York
5,Chris Duhon,Point Guard,185,83,9,Louisiana
6,Duje Dukan,Small Forward,206,99,1,Croatia
7,Walter Dukes,Center,213,99,8,New York
8,Joe Dumars,Shooting Guard and Point Guard,190,86,14,Louisiana
9,Rich Dumas,Guard,190,77,1,United States
10,Richard Dumas,Small Forward and Power Forward,201,90,3,Oklahoma
11,Tony Dumas,Shooting Guard,198,86,4,Illinois
12,Andy Duncan,Forward,198,88,3,
13,Tim Duncan,Center and Power Forward,211,113,19,U.S. Virgin Islands
14,Mike Dunleavy,Point Guard and Shooting Guard,190,81,11,New York
15,Mike Dunleavy,Small Forward,206,104,15,Texas
16,Kris Dunn,Point Guard,190,92,4,Connecticut
17,Pat Dunn,Shooting Guard,188,77,1,
18,T.R. Dunn,Shooting Guard and Small Forward,193,87,14,Alabama
19,Ronald Dupree,Small Forward,201,94,6,Mississippi
20,Kevin Durant,Small Forward,208,108,12,District of Columbia
21,John Duren,Point Guard,190,88,3,District of Columbia
22,Jarrett Durham,Forward,196,85,1,
23,Pat Durham,Small Forward,201,95,2,Texas
24,Devin Durrant,Small Forward,201,90,2,Utah
25,Ken Durrett,Small Forward,201,86,4,Pennsylvania
26,Trevon Duval,Point Guard,188,85,1,Delaware
27,Jack Dwan,Forward,193,90,1,Oklahoma
28,Craig Dykema,Small Forward,203,86,1,California
29,Gene Dyker,Forward,198,102,1,Illinois
30,Jerome Dyson,Point Guard,190,81,1,Maryland
31,Ledell Eackles,Shooting Guard,196,99,7,Louisiana
32,Jim Eakins,Center and Power Forward,211,97,10,California
33,Acie Earl,Center,208,108,4,Illinois
34,Ed Earle,Power Forward,190,86,1,Illinois
35,Cleanthony Early,Small Forward,203,95,2,New York
36,Penny Early,Guard,160,51,1,
37,Mark Eaton,Center,224,124,11,California
38,Jerry Eaves,Point Guard,193,81,4,Kentucky
39,Devin Ebanks,Shooting Guard and Small Forward,206,97,3,New York
40,Bill Ebben,Guard,193,86,1,
41,Al Eberhard,Small Forward,198,102,4,Iowa
42,Ndudi Ebi,Shooting Guard and Small Forward,206,90,2,United Kingdom
43,Roy Ebron,Center,206,99,1,Virginia
44,Jarell Eddie,Small Forward,201,98,3,Florida
45,Patrick Eddie,Center,211,108,1,Wisconsin
46,Dike Eddleman,Small Forward,190,85,4,Illinois
47,Kenton Edelin,Small Forward,203,92,1,Germany
0,Charles Edge,Small Forward,198,95,2,Michigan
1,Bobby Edmonds,Small Forward,198,99,2,Indiana
2,Keith Edmonson,Shooting Guard,196,88,2,Mississippi
3,Tyus Edney,Point Guard,178,68,4,California
4,Anthony Edwards,Shooting Guard,193,102,0,Georgia
5,Bill Edwards,Power Forward,203,97,1,Ohio
6,Blue Edwards,Small Forward and Shooting Guard,193,90,10,District of Columbia
7,Carsen Edwards,Shooting Guard,180,90,1,Texas
8,Corsley Edwards,Center,206,124,1,Maryland
9,Doug Edwards,Power Forward,201,99,3,Florida
10,Franklin Edwards,Point Guard,185,77,7,New York
11,James Edwards,Center,213,102,19,Washington
12,Jay Edwards,Shooting Guard,193,83,1,Indiana
13,John Edwards,Center,213,124,2,Ohio
14,Kevin Edwards,Shooting Guard and Point Guard,190,86,11,Ohio
15,Shane Edwards,Small Forward,201,99,1,California
16,Vince Edwards,Small Forward,203,102,1,Ohio
17,Johnny Egan,Point Guard,180,81,11,Connecticut
18,Lonnie Eggleston,Guard,183,77,1,Texas
19,Bulbs Ehlers,Forward,190,89,2,Illinois
20,Craig Ehlo,Shooting Guard,198,81,14,Texas
21,Rich Eichhorst,Guard,190,90,1,
22,Howard Eisley,Point Guard and Shooting Guard,188,80,12,Michigan
23,Obinna Ekezie,Power Forward and Center,206,122,4,Nigeria
24,Khalid El-Amin,Point Guard,178,90,1,Minnesota
25,Don Eliason,Forward,188,95,1,Minnesota
26,Mario Elie,Small Forward and Shooting Guard,196,95,11,New York
27,CJ Elleby,Small Forward,198,90,0,Washington
28,Ray Ellefson,Center,203,104,2,South Dakota
29,Henry Ellenson,Power Forward and Center,208,108,4,Wisconsin
30,Wayne Ellington,Shooting Guard,193,93,11,Pennsylvania
31,Bob Elliott,Power Forward and Center,206,102,3,Michigan
32,Sean Elliott,Small Forward,203,92,12,Arizona
33,Bo Ellis,Power Forward,206,89,3,Illinois
34,Boo Ellis,Power Forward,196,83,2,
35,Dale Ellis,Small Forward and Shooting Guard,201,92,17,Georgia
36,Harold Ellis,Small Forward,196,90,3,Georgia
37,Joe Ellis,Small Forward and Power Forward,198,79,8,
38,LaPhonso Ellis,Power Forward and Small Forward,203,108,11,Illinois
39,LeRon Ellis,Center,206,102,3,California
40,Leroy Ellis,Center and Power Forward,208,95,14,New York
41,Monta Ellis,Shooting Guard,190,83,12,Mississippi
42,Pervis Ellison,Center and Power Forward,206,95,11,Georgia
43,Len Elmore,Center and Power Forward,206,99,10,New York
44,Francisco Elson,Center,213,106,9,Netherlands
45,Darrell Elston,Shooting Guard,193,86,2,Indiana
46,Melvin Ely,Center and Power Forward,208,117,9,Illinois
47,Joel Embiid,Center,213,127,4,Cameroon
0,Wayne Embry,Center,203,108,11,Ohio
1,Andre Emmett,Shooting Guard and Small Forward,196,104,2,Texas
2,Ned Endress,Forward,188,90,1,Ohio
3,Wayne Engelstad,Power Forward,203,111,1,California
4,Chris Engler,Center,211,111,5,Minnesota
5,A.J. English,Shooting Guard,190,79,2,Delaware
6,Alex English,Small Forward,201,86,15,South Carolina
7,Claude English,Forward,193,83,1,Georgia
8,Jo Jo English,Shooting Guard,193,88,3,Germany
9,Kim English,Shooting Guard,198,90,1,Maryland
10,Scott English,Small Forward,198,92,3,Illinois
11,Gene Englund,Forward,196,92,1,Wisconsin
12,James Ennis,Small Forward and Shooting Guard,198,97,6,California
13,Tyler Ennis,Point Guard,190,87,4,Canada
14,Ray Epps,Small Forward,198,88,1,Virginia
15,Semih Erden,Center,213,108,2,Turkey
16,Bo Erias,Small Forward,190,99,1,New York
17,Keith Erickson,Small Forward and Shooting Guard,196,88,12,California
18,Julius Erving,Small Forward,201,95,16,New York
19,Evan Eschmeyer,Center,211,115,4,Ohio
20,Jack Eskridge,Center,196,90,1,
21,Vincenzo Esposito,Point Guard,190,89,1,Italy
22,Drew Eubanks,Center and Power Forward,206,111,2,Mississippi
23,Billy Evans,Point Guard,183,77,1,
24,Bob Evans,Guard,188,79,1,Indiana
25,Brian Evans,Small Forward,203,99,3,Illinois
26,Earl Evans,Power Forward,203,91,1,Texas
27,Jacob Evans,Shooting Guard,193,95,2,North Carolina
28,Jawun Evans,Point Guard,183,83,2,South Carolina
29,Jeremy Evans,Small Forward and Power Forward,206,90,7,Arkansas
30,Maurice Evans,Shooting Guard and Small Forward,196,99,9,Kansas
31,Mike Evans,Point Guard and Shooting Guard,185,77,9,North Carolina
32,Reggie Evans,Power Forward,203,111,13,Florida
33,Tyreke Evans,Shooting Guard,198,99,10,Pennsylvania
34,Daniel Ewing,Shooting Guard and Point Guard,190,83,2,Florida
35,Patrick Ewing,Center and Power Forward,213,108,17,Jamaica
36,Patrick Ewing,Small Forward,203,106,1,Massachusetts
37,Dante Exum,Point Guard and Shooting Guard,196,97,5,Australia
38,Christian Eyenga,Small Forward,196,95,2,Democratic Republic of the Congo
39,Festus Ezeli,Center,211,115,3,Nigeria
40,Johnny Ezersky,Forward,190,79,3,New York
41,Joe Fabel,Forward,185,86,1,Ohio
42,John Fairchild,Small Forward,203,92,4,California
43,Tacko Fall,Center,226,141,1,Senegal
44,Phil Farbman,Forward,185,83,1,New York
45,Kenneth Faried,Power Forward and Center,203,99,8,New Jersey
46,Dick Farley,Shooting Guard,193,86,3,
47,Jordan Farmar,Point Guard,188,81,10,California
0,Desmon Farmer,Shooting Guard,196,99,2,Michigan
1,Jim Farmer,Shooting Guard,193,86,5,Alabama
2,Mike Farmer,Small Forward,201,95,7,Oklahoma
3,Tony Farmer,Power Forward and Center,206,110,2,California
4,Bob Faught,Forward,196,83,1,Ohio
5,Vítor Luiz Faverani,Center,211,117,1,Brazil
6,Derrick Favors,Power Forward and Center,206,120,10,Georgia
7,Nick Fazekas,Power Forward,211,106,1,Colorado
8,Dave Fedor,Forward,198,86,1,
9,Bob Feerick,Forward,190,86,4,California
10,Butch Feher,Shooting Guard,193,83,1,Michigan
11,Jamie Feick,Center and Power Forward,206,115,5,Ohio
12,Ron Feiereisel,Guard,190,83,1,
13,George Feigenbaum,Point Guard,185,83,2,New York
14,Dave Feitl,Center,211,106,5,Pennsylvania
15,Kay Felder,Point Guard,175,79,2,Michigan
16,Cristiano Felício,Center,211,122,5,Brazil
17,Carrick Felix,Shooting Guard,198,91,1,Nevada
18,Noel Felix,Small Forward,206,102,1,California
19,Ray Felix,Center,211,99,9,New York
20,Raymond Felton,Point Guard and Shooting Guard,185,92,14,South Carolina
21,Jake Fendley,Shooting Guard and Point Guard,183,81,2,Illinois
22,Warren Fenley,Forward,190,86,1,
23,Desmond Ferguson,Small Forward,201,92,1,Michigan
24,Terrance Ferguson,Shooting Guard and Small Forward,198,86,3,Oklahoma
25,Rudy Fernández,Shooting Guard,198,83,4,Spain
26,Bruno Fernando,Center,206,108,1,Angola
27,Eric Fernsten,Center and Power Forward,208,92,6,California
28,Al Ferrari,Shooting Guard and Small Forward,193,86,6,New York
29,Rolando Ferreira,Center,216,108,1,Brazil
30,Duane Ferrell,Small Forward,201,94,11,Maryland
31,Yogi Ferrell,Point Guard and Shooting Guard,183,80,4,Indiana
32,Arnie Ferrin,Forward,188,81,3,Utah
33,Bob Ferry,Center and Power Forward,203,104,10,Missouri
34,Danny Ferry,Power Forward and Small Forward,208,104,13,Maryland
35,Kyrylo Fesenko,Center,216,130,5,Ukraine
36,Bobby Fields,Guard,190,79,1,Illinois
37,Kenny Fields,Small Forward,196,99,4,Iowa
38,Landry Fields,Small Forward and Shooting Guard,201,95,5,California
39,Ron Filipek,Forward,196,92,1,
40,Greg Fillmore,Center,216,108,2,Pennsylvania
41,Larry Finch,Shooting Guard,188,83,2,Tennessee
42,Hank Finkel,Center,213,108,9,New Jersey
43,Michael Finley,Small Forward and Shooting Guard,201,97,15,Illinois
44,Danny Finn,Point Guard and Shooting Guard,185,83,3,New York
45,Dorian Finney-Smith,Power Forward and Small Forward,201,99,4,Virginia
46,Matt Fish,Center,211,106,3,Iowa
47,Derek Fisher,Point Guard and Shooting Guard,185,90,18,Arkansas
0,Richard Fisher,Power Forward,196,97,1,
1,Gerald Fitch,Point Guard,190,85,1,Georgia
2,Malik Fitts,Power Forward,203,104,0,California
3,Bob Fitzgerald,Forward,196,86,2,New York
4,Dick Fitzgerald,Forward,188,79,2,New York
5,Marcus Fizer,Power Forward and Small Forward,206,118,6,Michigan
6,Jerry Fleishman,Shooting Guard,188,86,5,New York
7,Al Fleming,Small Forward,201,97,1,Illinois
8,Ed Fleming,Shooting Guard and Small Forward,190,85,5,Pennsylvania
9,Vern Fleming,Point Guard,196,83,12,New York
10,Luis Flores,Point Guard,188,90,1,Dominican Republic
11,Bruce Flowers,Power Forward,203,102,1,New York
12,Sleepy Floyd,Point Guard and Shooting Guard,190,77,13,North Carolina
13,Jonny Flynn,Point Guard,183,83,3,New York
14,Malachi Flynn,Point Guard,185,79,0,Washington
15,Mike Flynn,Shooting Guard and Point Guard,188,81,3,Morocco
16,Larry Fogle,Shooting Guard,196,92,1,New York
17,Jack Foley,Forward,190,77,1,Massachusetts
18,Isaac Fontaine,Shooting Guard,193,95,1,California
19,Levi Fontaine,Shooting Guard,193,86,1,
20,Jeff Foote,Center,213,120,1,New York
21,Bryn Forbes,Shooting Guard,188,92,4,Michigan
22,Gary Forbes,Shooting Guard and Small Forward,201,99,2,Panama
23,Alphonso Ford,Shooting Guard and Point Guard,185,86,2,Mississippi
24,Alton Ford,Power Forward,206,124,3,Texas
25,Bob Ford,Small Forward,201,103,1,Indiana
26,Chris Ford,Shooting Guard,196,86,10,New Jersey
27,Don Ford,Small Forward and Power Forward,206,97,7,California
28,Jake Ford,Point Guard,190,81,2,South Carolina
29,Phil Ford,Point Guard,188,79,7,North Carolina
30,Sharrod Ford,Power Forward,206,102,1,District of Columbia
31,Sherell Ford,Small Forward,201,95,1,Louisiana
32,T.J. Ford,Point Guard,183,74,8,Texas
33,Donnie Forman,Guard,178,79,1,New York
34,Bayard Forrest,Center,208,106,2,California
35,Trent Forrest,Point Guard,193,95,0,Alabama
36,Joseph Forte,Shooting Guard,193,87,2,Georgia
37,Courtney Fortson,Point Guard,180,83,1,Texas
38,Danny Fortson,Power Forward and Center,201,117,10,Pennsylvania
39,Fred Foster,Small Forward,196,95,8,Ohio
40,Greg Foster,Power Forward and Center,211,108,13,California
41,Jeff Foster,Center,211,107,13,Texas
42,Jimmy Foster,Point Guard,185,79,2,New Jersey
43,Rod Foster,Point Guard,185,72,3,Alabama
44,Antonis Fotsis,Power Forward,208,99,1,Greece
45,Evan Fournier,Shooting Guard and Small Forward,201,92,8,France
46,Larry Foust,Center,206,97,12,Ohio
47,Calvin Fowler,Shooting Guard,183,79,1,Pennsylvania
0,Jerry Fowler,Center,203,104,1,Missouri
1,Tremaine Fowlkes,Small Forward,203,99,4,California
2,De'Aaron Fox,Point Guard,190,83,3,Louisiana
3,Harold Fox,Point Guard,188,79,1,
4,Jim Fox,Center,208,104,10,Georgia
5,Rick Fox,Small Forward,201,104,13,Canada
6,Randy Foye,Shooting Guard and Point Guard,193,96,11,New Jersey
7,Adonal Foyle,Center,208,113,12,Saint Vincent and the Grenadines
8,Richie Frahm,Shooting Guard and Small Forward,196,95,4,Washington
9,Steve Francis,Point Guard and Shooting Guard,190,88,9,Maryland
10,Tellis Frank,Power Forward,208,102,5,Indiana
11,Nat Frankel,Forward,183,88,1,New York
12,Jamaal Franklin,Shooting Guard,196,86,2,California
13,William Franklin,Power Forward,201,99,3,Virginia
14,Robert Franks,Power Forward,201,102,0,Washington
15,Ronald Franz,Small Forward,201,92,6,Kansas
16,Melvin Frazier,Shooting Guard,196,97,2,Louisiana
17,Michael Frazier,Shooting Guard,190,90,1,New York
18,Tim Frazier,Point Guard,183,77,6,Texas
19,Walt Frazier,Point Guard,193,90,13,Georgia
20,Will Frazier,Power Forward and Center,201,95,3,Louisiana
21,Anthony Frederick,Small Forward,201,92,3,California
22,Jimmer Fredette,Shooting Guard and Point Guard,188,88,6,New York
23,World B. Free,Shooting Guard and Point Guard,188,83,13,Georgia
24,Joel Freeland,Center and Power Forward,208,113,3,United Kingdom
25,Donnie Freeman,Shooting Guard and Point Guard,190,83,9,Illinois
26,Gary Freeman,Small Forward,206,95,1,
27,Rod Freeman,Small Forward,201,102,1,
28,Matt Freije,Power Forward,208,108,2,Kansas
29,Frido Frey,Forward,188,88,1,Germany
30,Larry Friend,Shooting Guard,193,83,1,Illinois
31,Pat Frink,Shooting Guard,193,88,1,
32,Jim Fritsche,Power Forward,203,95,2,Minnesota
33,Channing Frye,Center and Power Forward,213,115,13,New York
34,Bernie Fryer,Shooting Guard,190,83,2,Washington
35,Frank Fucarino,Forward,188,79,1,
36,Herm Fuetsch,Guard,183,77,1,
37,Joe Fulks,Power Forward,196,86,8,Kentucky
38,Carl Fuller,Center,206,102,2,Florida
39,Hiram Fuller,Power Forward,206,108,1,Missouri
40,Todd Fuller,Center,211,115,5,North Carolina
41,Tony Fuller,Shooting Guard,193,81,1,Michigan
42,Markelle Fultz,Shooting Guard and Point Guard,190,94,3,Maryland
43,Lawrence Funderburke,Power Forward,206,104,7,Ohio
44,Terry Furlow,Shooting Guard,193,86,4,Michigan
45,Bill Gabor,Shooting Guard,180,77,6,New York
46,Wenyen Gabriel,Power Forward,206,92,1,Sudan
47,Dan Gadzuric,Center and Power Forward,211,108,10,Netherlands
0,Daniel Gafford,Center and Power Forward,208,106,1,Arkansas
1,Deng Gai,Center,206,113,1,South Sudan
2,Elmer Gainer,Forward,198,88,2,Illinois
3,Bill Gaines,Guard,193,83,1,
4,Corey Gaines,Shooting Guard,190,88,5,California
5,Reece Gaines,Point Guard,198,92,3,Wisconsin
6,Smokey Gaines,Shooting Guard,185,77,1,
7,Sundiata Gaines,Point Guard and Shooting Guard,185,83,3,New York
8,Mike Gale,Point Guard and Shooting Guard,193,83,11,Pennsylvania
9,Chad Gallagher,Center,208,115,1,Illinois
10,Harry Gallatin,Power Forward and Small Forward,198,95,10,Illinois
11,Gene Gallette,Forward,188,92,1,California
12,Danilo Gallinari,Small Forward,208,105,11,Italy
13,Langston Galloway,Shooting Guard and Point Guard,185,90,6,Louisiana
14,Dave Gambee,Small Forward and Power Forward,198,97,12,Oregon
15,Kevin Gamble,Small Forward,196,95,10,Illinois
16,Bob Gantt,Forward,193,92,1,
17,Jorge Garbajosa,Power Forward,206,111,2,Spain
18,Rubén Garcés,Power Forward,206,111,1,Panama
19,Alex Garcia,Shooting Guard,190,99,2,Brazil
20,Francisco García,Small Forward and Shooting Guard,201,88,10,Dominican Republic
21,Chuck Gardner,Power Forward,203,92,1,Nebraska
22,Earl Gardner,Forward,190,88,1,
23,Kenneth Gardner,Small Forward,196,92,1,
24,Thomas Gardner,Shooting Guard,196,102,2,Oregon
25,Vern Gardner,Shooting Guard,196,90,3,Wyoming
26,Jack Garfinkel,Guard,183,86,3,
27,Patricio Garino,Shooting Guard,198,95,1,Argentina
28,Darius Garland,Shooting Guard and Point Guard,185,87,1,Indiana
29,Gary Garland,Point Guard,193,81,1,New Jersey
30,Winston Garland,Point Guard,188,77,7,Indiana
31,Dick Garmaker,Shooting Guard and Point Guard,190,90,6,Minnesota
32,Bill Garner,Center,208,99,1,Illinois
33,Chris Garner,Point Guard,178,70,2,Tennessee
34,Bill Garnett,Power Forward and Center,206,102,4,Missouri
35,Kevin Garnett,Power Forward,211,108,21,South Carolina
36,Marlon Garnett,Point Guard,188,84,1,California
37,Billy Garrett,Shooting Guard,198,96,1,Illinois
38,Calvin Garrett,Small Forward,201,86,4,Tennessee
39,Dean Garrett,Center,208,102,6,California
40,Diante Garrett,Point Guard,193,86,2,Wisconsin
41,Dick Garrett,Shooting Guard and Point Guard,190,83,5,
42,Rowland Garrett,Small Forward,198,95,5,Mississippi
43,Tom Garrick,Shooting Guard,188,83,4,Rhode Island
